id,collected_at,icao24,callsign,origin_country,latitude,longitude,altitude_m,velocity_ms,heading,on_ground
1466,2026-09-13 12:26:11,4bb196,THY65,Turkey,24.3197,85.7496,11582.4,260.92,300.05,0
1467,2026-09-13 12:26:11,4bb18a,THY171,Turkey,31.2458,74.6766,10355.58,250.38,316.67,0
1468,2026-09-13 12:26:11,896458,UAE375,United Arab Emirates,22.8483,70.1943,12192.0,256.75,273.79,0
1469,2026-09-13 12:26:11,4bb101,THY49A,Turkey,14.0467,92.2126,11887.2,239.02,134.22,0
1470,2026-09-13 12:26:11,8964e8,ABY273,United Arab Emirates,32.0704,69.9671,10675.62,249.6,31.43,0
1471,2026-09-13 12:26:11,896664,FDB564,United Arab Emirates,23.0075,73.3085,10972.8,246.13,265.56,0
1472,2026-09-13 12:26:11,8008c7,FLW ME 2,India,22.6609,88.4446,,21.09,185.62,1
1473,2026-09-13 12:26:11,896616,,United Arab Emirates,16.8233,86.7895,12192.0,264.76,284.17,0
1474,2026-09-13 12:26:11,461f4d,FIN131,Finland,18.2995,87.8192,12496.8,248.47,135.75,0
1475,2026-09-13 12:26:11,75020f,MAS105,Malaysia,12.87,81.4287,10668.0,232.6,95.58,0
1476,2026-09-13 12:26:11,507cb3,MFX5538,Uzbekistan,23.4436,87.5423,9753.6,241.7,335.34,0
1477,2026-09-13 12:26:11,507cbb,SGA2562,Uzbekistan,22.9333,84.6509,10363.2,252.4,274.68,0
1478,2026-09-13 12:26:11,75026b,XAX604,Malaysia,25.8029,75.5558,11582.4,249.09,306.94,0
1479,2026-09-13 12:26:11,76cd14,SIA509,Singapore,12.8402,81.7437,11887.2,244.48,95.55,0
1480,2026-09-13 12:26:11,8965f6,ABY514,United Arab Emirates,24.1142,68.998,10690.86,230.5,90.9,0
1481,2026-09-13 12:26:11,781efb,CSS164,China,23.5194,93.1003,10668.0,240.02,101.62,0
1482,2026-09-13 12:26:11,780d2c,CCA011,China,28.2418,77.5689,4282.44,187.57,127.31,0
1483,2026-09-13 12:26:11,780d2a,,China,28.5638,77.0809,,4.63,16.88,1
1484,2026-09-13 12:26:11,76cd75,SIA326,Singapore,10.757,93.7551,10363.2,264.96,311.46,0
1485,2026-09-13 12:26:11,15203a,AFL295,Russian Federation,18.788,94.4208,10972.8,255.42,305.74,0
1486,2026-09-13 12:26:11,899040,EVA068,Taiwan,17.0287,94.4861,10668.0,244.4,128.85,0
1487,2026-09-13 12:26:11,899035,EVA067,Taiwan,17.2198,96.5898,9144.0,273.25,325.74,0
1488,2026-09-13 12:26:11,406f79,BAW15,United Kingdom,17.9768,88.1536,11879.58,249.19,135.59,0
1489,2026-09-13 12:26:11,394a04,AFR256,France,18.8581,86.1153,10058.4,247.96,155.62,0
1490,2026-09-13 12:26:11,04022a,ETH3482,Ethiopia,22.4858,88.2689,12496.8,226.67,80.07,0
1491,2026-09-13 12:26:11,8990a5,CAL5663,Taiwan,23.6914,87.2314,10363.2,261.96,309.66,0
1492,2026-09-13 12:26:11,06a2f4,QTR839,Qatar,22.8458,70.2332,11574.78,262.4,273.71,0
1493,2026-09-13 12:26:11,06a2f2,QTR649,Qatar,22.9034,69.284,12192.0,264.16,274.36,0
1494,2026-09-13 12:26:11,781677,CSS160,China,23.2719,95.2301,10668.0,241.85,96.6,0
1495,2026-09-13 12:26:11,4ba94e,THY54,Turkey,18.7048,94.5417,10668.0,244.3,125.83,0
1496,2026-09-13 12:26:11,4ba948,THY68,Turkey,19.0379,94.6266,10058.4,244.5,127.91,0
1497,2026-09-13 12:26:11,040255,ETH445,Ethiopia,28.5638,77.0997,243.84,68.63,104.77,0
1498,2026-09-13 12:26:11,aba7d9,FDX5603,United States,26.8873,78.3997,11277.6,248.55,146.31,0
1499,2026-09-13 12:26:11,704020,MMA504,Myanmar,16.5441,96.5588,3863.34,161.6,331.48,0
1500,2026-09-13 12:26:11,70401f,MMA338,Myanmar,21.7056,95.9713,0.0,0.0,0.0,0
1501,2026-09-13 12:26:11,39cf11,AFR199,France,22.9333,86.5555,11376.66,261.66,307.41,0
1502,2026-09-13 12:26:11,801407,AXB1264,India,27.8185,75.5842,6477.0,199.38,46.05,0
1503,2026-09-13 12:26:11,801408,AIC4EP,India,28.5567,77.0373,441.96,70.62,104.34,0
1504,2026-09-13 12:26:11,801409,AIC5TV,India,28.2582,78.6015,8328.66,219.04,295.9,0
1505,2026-09-13 12:26:11,80142a,,India,12.8286,75.6147,11879.58,237.22,154.16,0
1506,2026-09-13 12:26:11,80142b,IGO504,India,24.1703,82.5049,8427.72,215.88,198.05,0
1507,2026-09-13 12:26:11,801454,IGO211,India,10.4279,76.1707,4267.2,161.74,333.35,0
1508,2026-09-13 12:26:11,801455,IGO582E,India,29.9819,77.9383,3604.26,163.24,298.83,0
1509,2026-09-13 12:26:11,801422,IGO1632,India,22.2566,91.8448,10980.42,238.87,274.32,0
1510,2026-09-13 12:26:11,80141d,AIC2KJ,India,12.249,92.3607,7360.92,214.67,310.14,0
1511,2026-09-13 12:26:11,80141c,IGO403K,India,20.7818,82.465,10972.8,250.35,218.66,0
1512,2026-09-13 12:26:11,801435,AXB904,India,14.4977,93.6474,11277.6,219.09,133.29,0
1513,2026-09-13 12:26:11,504e27,ATG8816,Republic of Moldova,25.4839,86.3326,10363.2,262.12,324.34,0
1514,2026-09-13 12:26:11,80146f,IGO26P,India,13.1875,77.8857,1699.26,94.15,270.63,0
1515,2026-09-13 12:26:11,801492,IGO6851,India,24.2646,81.7573,10972.8,248.91,288.06,0
1516,2026-09-13 12:26:11,801460,IGO5307,India,26.1065,87.4669,5554.98,186.75,90.63,0
1517,2026-09-13 12:26:11,80148f,IGO162P,India,17.7496,82.6434,11277.6,216.13,35.51,0
1518,2026-09-13 12:26:11,801520,VUMAC,India,13.1356,77.6275,982.98,64.32,271.37,0
1519,2026-09-13 12:26:11,801524,AKJ243Z,India,11.9862,92.1253,3627.12,154.3,150.87,0
1520,2026-09-13 12:26:11,801523,IGO2040,India,9.0642,76.9145,2872.74,153.34,178.85,0
1521,2026-09-13 12:26:11,06a10c,QTR959,Qatar,14.9995,73.8183,12192.0,263.27,297.97,0
1522,2026-09-13 12:26:11,801506,IGO735C,India,26.335,82.1264,11407.14,235.68,291.24,0
1523,2026-09-13 12:26:11,801508,AKJ1406,India,27.5585,80.6384,10972.8,242.51,292.98,0
1524,2026-09-13 12:26:11,801509,AKJ1939,India,28.1936,77.5371,502.92,68.52,102.58,0
1525,2026-09-13 12:26:11,80154b,IGO725,India,12.9985,80.1911,106.68,70.03,248.9,0
1526,2026-09-13 12:26:11,80154d,IGO235,India,19.2331,85.0027,11254.74,251.76,225.99,0
1527,2026-09-13 12:26:11,801569,IGO6737,India,20.8576,84.8299,8625.84,224.51,313.61,0
1528,2026-09-13 12:26:11,801566,IGO700T,India,10.1785,75.929,4152.9,100.91,267.66,0
1529,2026-09-13 12:26:11,801560,IGO1253,India,27.9139,78.451,8945.88,219.63,119.93,0
1530,2026-09-13 12:26:11,80152e,IGO879,India,17.9754,83.5045,,3.09,2.81,1
1531,2026-09-13 12:26:11,801539,AKJ6514,India,14.5826,74.1287,12192.0,228.96,345.56,0
1532,2026-09-13 12:26:11,801581,IGO931P,India,20.856,82.3972,11582.4,246.42,217.11,0
1533,2026-09-13 12:26:11,80157c,AKJ655Z,India,28.6472,76.735,1379.22,95.56,110.48,0
1534,2026-09-13 12:26:11,80157a,AKJ6513,India,23.2453,73.3694,9601.2,204.63,14.56,0
1535,2026-09-13 12:26:11,801594,AXB1462,India,28.5474,77.0808,236.22,69.87,103.63,0
1536,2026-09-13 12:26:11,06a0b6,QTR650,Qatar,26.1652,75.3856,11887.2,249.91,81.95,0
1537,2026-09-13 12:26:11,68000a,BTN773,Bhutan,27.3368,81.5841,11574.78,230.81,291.3,0
1538,2026-09-13 12:26:11,8013cc,AIC237,India,27.0685,80.196,11277.6,232.83,116.23,0
1539,2026-09-13 12:26:11,8013b1,AIC8WV,India,30.7386,75.1434,11582.4,241.33,11.31,0
1540,2026-09-13 12:26:11,8013fc,IGO715Y,India,15.387,73.8643,175.26,69.31,258.44,0
1541,2026-09-13 12:26:11,88516b,THA922,Thailand,19.6016,93.2221,9144.0,270.79,305.41,0
1542,2026-09-13 12:26:11,885178,THA917,Thailand,16.7213,96.9952,11277.6,244.56,128.51,0
1543,2026-09-13 12:26:11,800db0,AXB1036,India,26.9045,83.3217,10980.42,238.81,284.22,0
1544,2026-09-13 12:26:11,7c4926,QFA2,Australia,11.8569,94.3934,11887.2,241.2,135.78,0
1545,2026-09-13 12:26:11,702c47,S3BRA,Bangladesh,23.7759,90.3516,297.18,48.9,358.19,0
1546,2026-09-13 12:26:11,7103d6,SVA850,Saudi Arabia,10.8226,95.5982,12489.18,238.1,131.06,0
1547,2026-09-13 12:26:11,896c6c,UAF1351,United Arab Emirates,15.6026,91.9183,11277.6,227.83,103.85,0
1548,2026-09-13 12:26:11,7820d7,CSC9647,China,19.0895,72.9218,281.94,71.0,269.17,0
1549,2026-09-13 12:26:11,151dc2,AFL297,Russian Federation,16.6181,89.5741,10972.8,252.29,323.46,0
1550,2026-09-13 12:26:11,151db5,,Russian Federation,25.7127,78.9405,10363.2,266.78,319.61,0
1551,2026-09-13 12:26:11,aa8b77,N779LG,United States,12.4895,93.7898,10668.0,234.0,136.69,0
1552,2026-09-13 12:26:11,4007ec,BAW2231,United Kingdom,20.3804,89.9686,11277.6,243.23,126.92,0
1553,2026-09-13 12:26:11,abda7d,FDX5080,United States,21.4907,87.6658,9448.8,217.92,31.29,0
1554,2026-09-13 12:26:11,770453,ALK166,Sri Lanka,10.1484,76.3557,533.4,94.38,265.94,0
1555,2026-09-13 12:26:11,7609ee,PIA753,Pakistan,31.7979,70.1063,9959.34,223.44,228.64,0
1556,2026-09-13 12:26:11,70c0f6,OMA815,Oman,22.6561,71.7318,11887.2,249.63,97.58,0
1557,2026-09-13 12:26:11,78112e,CSC3902,China,25.8761,88.1291,10050.78,227.63,121.32,0
1558,2026-09-13 12:26:11,ab9e12,FDX5379,United States,28.341,76.3201,3329.94,145.4,63.53,0
1559,2026-09-13 12:26:11,70605b,KAC412,Kuwait,16.6897,92.538,10363.2,265.29,291.74,0
1560,2026-09-13 12:26:11,78007e,CAO1099,China,28.7996,77.0028,2438.4,120.28,262.87,0
1561,2026-09-13 12:26:11,4851f6,KLM844,Kingdom of the Netherlands,21.6069,90.1329,9677.4,272.09,303.9,0
1562,2026-09-13 12:26:11,781368,CES2035,China,23.8507,90.4018,,0.0,53.44,1
1563,2026-09-13 12:26:11,8880e0,HVN55,Viet Nam,24.1012,85.7978,10965.18,264.84,297.41,0
1564,2026-09-13 12:26:11,424462,PEX57H,United Kingdom,19.8857,95.9766,13716.0,12.43,245.56,0
1565,2026-09-13 12:26:11,507c7f,MFX7621,Uzbekistan,30.6038,70.7558,11277.6,233.19,167.77,0
1566,2026-09-13 12:26:11,507c98,MFX530,Uzbekistan,26.2484,81.6735,9753.6,244.49,306.1,0
1567,2026-09-13 12:26:11,8966ef,UAE9710,United Arab Emirates,13.3585,77.3986,4427.22,197.55,89.7,0
1568,2026-09-13 12:26:11,60182b,TUA695,Turkmenistan,23.5416,87.7333,11277.6,231.86,130.05,0
1569,2026-09-13 12:26:11,76cef9,SIA321,Singapore,19.6856,85.9215,10668.0,247.3,139.22,0
1570,2026-09-13 12:26:11,507c5f,UZB562,Uzbekistan,20.7518,91.4789,9753.6,257.56,304.42,0
1571,2026-09-13 12:26:11,76ceed,SIA318,Singapore,11.1076,92.7363,9144.0,263.56,312.79,0
1572,2026-09-13 12:26:11,750592,MAS103,Malaysia,22.2101,91.8701,8648.7,229.35,140.1,0
1573,2026-09-13 12:26:11,8a0a13,UBG149,Indonesia,23.2652,90.7609,6400.8,180.43,135.23,0
1574,2026-09-13 12:26:11,780fc4,CSN6068,China,25.5801,88.8401,10668.0,228.46,116.91,0
1575,2026-09-13 12:26:11,76bcc1,TGW751,Singapore,25.0429,83.3155,12496.8,251.6,125.93,0
1576,2026-09-13 12:26:11,39b221,CMA731,France,24.2432,83.5261,10363.2,268.81,280.36,0
1577,2026-09-13 12:26:11,4cade1,KZR908,Ireland,29.8284,75.0068,9144.0,242.35,7.56,0
1578,2026-09-13 12:26:11,4073ce,VIR355,United Kingdom,19.3075,72.7179,3154.68,162.83,8.54,0
1579,2026-09-13 12:26:11,800b14,IGO6175,India,26.215,84.6759,11277.6,231.32,99.86,0
1580,2026-09-13 12:26:11,3c4594,BOX539,Germany,30.1525,75.7713,9753.6,251.38,319.4,0
1581,2026-09-13 12:26:11,800c01,IGO433,India,22.7705,88.4617,632.46,87.28,185.07,0
1582,2026-09-13 12:26:11,800c43,AIC2332,India,24.9556,83.4276,10675.62,227.62,125.99,0
1583,2026-09-13 12:26:11,800c3c,AIC1RM,India,28.549,77.0736,259.08,65.75,104.04,0
1584,2026-09-13 12:26:11,800c11,IGO6044,India,16.8663,82.3098,9753.6,239.0,225.09,0
1585,2026-09-13 12:26:11,800c64,AIC3TB,India,27.1623,76.1559,9753.6,229.63,219.18,0
1586,2026-09-13 12:26:11,4cac16,KZR932,Ireland,29.1379,76.7441,10355.58,229.14,277.09,0
1587,2026-09-13 12:26:11,4cac10,KZR564,Ireland,26.3738,81.1947,10355.58,247.9,325.06,0
1588,2026-09-13 12:26:11,800d10,IGO2373,India,25.6238,84.6764,2034.54,103.38,118.86,0
1589,2026-09-13 12:26:11,800d03,SEJ2951,India,30.5258,77.0056,6400.8,169.67,127.11,0
1590,2026-09-13 12:26:11,800d2d,IGO6447,India,28.0516,77.2669,3870.96,161.51,353.6,0
1591,2026-09-13 12:26:11,800d7a,SEJ5118,India,11.9804,75.244,9227.82,251.55,319.89,0
1592,2026-09-13 12:26:11,39d2af,AFR253,France,27.8261,79.2931,11582.4,255.09,288.95,0
1593,2026-09-13 12:26:11,4b1920,SWR181,Switzerland,18.6388,94.6369,9144.0,269.34,309.5,0
1594,2026-09-13 12:26:11,4a1a61,RCR5512,Romania,22.9575,68.3595,11582.4,264.01,271.56,0
1595,2026-09-13 12:31:12,801642,AXB1069,India,26.4174,89.626,8854.44,231.97,104.78,0
1596,2026-09-13 12:31:12,801645,AIC4WL,India,28.54,77.2031,1310.64,127.28,104.99,0
1597,2026-09-13 12:31:12,801643,AXB2648,India,13.0798,79.0716,8450.58,208.15,95.1,0
1598,2026-09-13 12:31:12,801648,IGO316H,India,32.3188,77.6264,10675.62,233.84,6.06,0
1599,2026-09-13 12:31:12,801657,AIC3KQ,India,31.8085,75.4885,9144.0,216.09,15.89,0
1600,2026-09-13 12:31:12,80160a,IGO539T,India,18.4069,83.0353,11894.82,220.91,15.4,0
1601,2026-09-13 12:31:12,80160b,IGO1152,India,28.5914,76.8738,807.72,107.97,102.38,0
1602,2026-09-13 12:31:12,801616,IGO311F,India,25.3463,90.2066,11582.4,251.3,244.8,0
1603,2026-09-13 12:31:12,801615,AXB1510,India,25.9823,83.7403,6560.82,195.74,107.43,0
1604,2026-09-13 12:31:12,801621,IGO83FK,India,31.0841,76.5313,10668.0,222.98,127.69,0
1605,2026-09-13 12:31:12,801685,AXB1561,India,26.7546,82.3846,10058.4,232.87,96.21,0
1606,2026-09-13 12:31:12,801681,AXB1810,India,19.0891,72.8956,144.78,73.57,269.2,0
1607,2026-09-13 12:31:12,80167b,AIC2184,India,21.9653,84.6292,11582.4,253.81,260.79,0
1608,2026-09-13 12:31:12,80164b,IGO6429,India,31.1982,77.533,11262.36,240.02,2.83,0
1609,2026-09-13 12:31:12,80164e,AIC3GN,India,26.8218,76.1818,9654.54,233.78,207.52,0
1610,2026-09-13 12:31:12,80164c,IGO2449,India,28.5491,77.0726,266.7,66.75,103.82,0
1611,2026-09-13 12:31:12,801659,AIC106,India,28.5382,76.5392,1950.72,121.52,272.43,0
1612,2026-09-13 12:31:12,801663,IGO371F,India,13.1247,77.551,10698.48,232.21,13.45,0
1613,2026-09-13 12:31:12,80168c,IGO169J,India,14.5417,77.9098,8511.54,226.66,12.59,0
1614,2026-09-13 12:31:12,80168a,AXB1524,India,23.2703,90.6153,6278.88,176.41,73.04,0
1615,2026-09-13 12:31:12,8014b2,IGO6373,India,28.5503,77.0675,289.56,65.13,103.71,0
1616,2026-09-13 12:31:12,8014e4,IGO6747,India,18.8684,83.355,10965.18,249.65,242.64,0
1617,2026-09-13 12:31:12,8014e5,IGO364F,India,25.3825,82.9391,7962.9,221.41,18.14,0
1618,2026-09-13 12:31:12,8014f7,IGO1871,India,12.8191,79.9593,3268.98,160.4,211.09,0
1619,2026-09-13 12:31:12,8014f8,AKJ797G,India,25.5428,84.9519,11277.6,232.29,69.52,0
1620,2026-09-13 12:31:12,8014f2,AKJ2004,India,14.747,74.6347,11277.6,228.69,153.84,0
1621,2026-09-13 12:31:12,8014bd,IGO6029,India,14.2687,76.9265,8366.76,205.9,135.4,0
1622,2026-09-13 12:31:12,8014d9,IGO301C,India,14.7304,79.5027,9753.6,230.2,341.77,0
1623,2026-09-13 12:31:12,801600,AIC11E,India,28.3033,76.2352,3878.58,141.49,63.43,0
1624,2026-09-13 12:31:12,80174a,IGO246F,India,22.8679,88.1186,1790.7,141.52,91.46,0
1625,2026-09-13 12:31:12,801778,IGO36AK,India,23.9473,86.9917,9144.0,240.37,317.78,0
1626,2026-09-13 12:31:12,80172c,,India,18.9162,73.1603,3063.24,129.74,36.78,0
1627,2026-09-13 12:31:12,801738,IGO6738,India,15.4174,73.7386,1188.72,131.61,320.71,0
1628,2026-09-13 12:31:12,801736,IGO196,India,10.279,76.3176,2842.26,141.07,25.26,0
1629,2026-09-13 12:31:12,801741,IGO342T,India,28.6263,77.748,3954.78,178.99,296.27,0
1630,2026-09-13 12:31:12,801742,,India,28.5671,77.0967,,0.64,205.31,1
1631,2026-09-13 12:31:12,80172d,IGO2009,India,25.3618,78.7992,11574.78,243.35,298.68,0
1632,2026-09-13 12:31:12,80172e,IGO971P,India,20.8942,84.8414,10972.8,263.59,240.28,0
1633,2026-09-13 12:31:12,80173b,OAH102,India,8.3413,76.8006,11277.6,231.96,38.06,0
1634,2026-09-13 12:31:12,801746,IGO6396,India,15.5592,89.869,10980.42,231.76,339.88,0
1635,2026-09-13 12:31:12,801752,IGO5316,India,22.5003,73.3438,11285.22,236.87,12.8,0
1636,2026-09-13 12:31:12,801788,IGO5217,India,13.1883,77.9923,2407.92,106.22,266.11,0
1637,2026-09-13 12:31:12,801786,AKJ477V,India,16.0481,73.3804,11582.4,243.89,334.25,0
1638,2026-09-13 12:31:12,80177b,AXB2816,India,24.7008,84.8777,4533.9,141.99,55.33,0
1639,2026-09-13 12:31:12,80177e,IGO1064,India,20.8985,88.5532,10355.58,247.83,277.15,0
1640,2026-09-13 12:31:12,800462,AIC114,India,26.2178,74.4987,11887.2,245.72,34.42,0
1641,2026-09-13 12:31:12,800463,AIC189,India,22.8914,69.4725,9753.6,261.08,274.41,0
1642,2026-09-13 12:31:12,8016a3,IGO59P,India,20.4993,87.0401,10660.38,221.85,39.45,0
1643,2026-09-13 12:31:12,8016a4,IGO6692,India,26.1513,77.4011,10370.82,239.72,256.98,0
1644,2026-09-13 12:31:12,8016b8,IGO326,India,26.3333,92.54,7909.56,191.04,75.18,0
1645,2026-09-13 12:31:12,8015bc,IGO6336,India,13.4573,77.7737,3970.02,164.81,72.19,0
1646,2026-09-13 12:31:12,8015d3,IGO973,India,14.7166,76.6678,10972.8,238.57,303.21,0
1647,2026-09-13 12:31:12,8015d4,VTSKN,India,18.8045,73.3341,4274.82,147.9,86.61,0
1648,2026-09-13 12:31:12,8015d9,IGO7194,India,10.6628,78.6526,6911.34,231.15,34.11,0
1649,2026-09-13 12:31:12,8015a4,IGO5365,India,28.5514,77.0731,,10.29,284.06,1
1650,2026-09-13 12:31:12,8002ce,IFC1,India,25.2952,77.3241,11582.4,231.02,358.98,0
1651,2026-09-13 12:31:12,8015e6,IGO461W,India,26.4017,89.9661,11269.98,228.62,101.16,0
1652,2026-09-13 12:31:12,8015f3,IGO5275,India,23.2997,83.4257,11582.4,246.35,232.13,0
1653,2026-09-13 12:31:12,70203e,BBC721,Bangladesh,22.958,68.1653,10363.2,263.91,270.0,0
1654,2026-09-13 12:31:12,801723,IGO6109,India,29.619,74.8167,10370.82,228.11,188.95,0
1655,2026-09-13 12:31:12,801883,IGO1494,India,16.2605,91.7615,11582.4,244.82,314.57,0
1656,2026-09-13 12:31:12,80187d,IGO2277,India,15.3946,73.9039,396.24,77.29,258.09,0
1657,2026-09-13 12:31:12,80184b,IGO12HC,India,12.0216,77.1559,10363.2,230.72,17.38,0
1658,2026-09-13 12:31:12,801864,IGO2401,India,28.4529,77.0447,3368.04,143.99,283.64,0
1659,2026-09-13 12:31:12,80184e,IGO1026,India,13.05,80.3283,739.14,85.98,248.96,0
1660,2026-09-13 12:31:12,80052b,AIC2PK,India,30.6743,75.0341,6697.98,169.5,348.62,0
1661,2026-09-13 12:31:12,800584,AIC186,India,23.4395,94.0883,10972.8,251.11,271.29,0
1662,2026-09-13 12:31:12,70209e,BBC201,Bangladesh,31.5702,71.9675,10363.2,239.68,273.57,0
1663,2026-09-13 12:31:12,70209b,BBC355,Bangladesh,25.8279,84.2798,11391.9,258.68,287.71,0
1664,2026-09-13 12:31:12,70a8ee,BHA282,Nepal,27.4947,85.9237,3268.98,124.07,298.48,0
1665,2026-09-13 12:31:12,70a8e7,SHA435,Nepal,27.7784,85.2428,3208.02,101.42,278.46,0
1666,2026-09-13 12:31:12,8017a1,AXB46K,India,21.8202,87.5026,7139.94,218.81,239.64,0
1667,2026-09-13 12:31:12,8016e0,IGO2588,India,25.4368,83.3457,11582.4,231.34,301.36,0
1668,2026-09-13 12:31:12,8016dd,IGO874,India,25.37,85.3443,10980.42,243.39,314.06,0
1669,2026-09-13 12:31:12,8016bc,IGO521C,India,23.2885,90.6791,9730.74,241.01,253.0,0
1670,2026-09-13 12:31:12,8016ba,IGO535,India,25.1903,82.2511,11277.6,228.27,72.42,0
1671,2026-09-13 12:31:12,8016ca,AXB2932,India,25.8865,91.1541,5013.96,158.91,238.37,0
1672,2026-09-13 12:31:12,8016cc,AXB35E,India,23.0123,84.9574,4457.7,172.85,223.43,0
1673,2026-09-13 12:31:12,801800,IGO2487,India,28.5608,77.0839,,1.03,337.5,1
1674,2026-09-13 12:31:12,89617d,UAE583,United Arab Emirates,22.9179,69.0562,10972.8,260.35,273.74,0
1675,2026-09-13 12:31:12,80182a,IGO573Y,India,23.6162,85.0282,10370.82,249.71,220.15,0
1676,2026-09-13 12:31:12,801839,IGO6493,India,23.1512,83.5207,9784.08,217.63,89.19,0
1677,2026-09-13 12:31:12,801819,IGO175,India,25.4358,77.3801,10370.82,250.21,357.76,0
1678,2026-09-13 12:31:12,801816,IGO769V,India,28.6648,76.6313,1493.52,102.22,134.39,0
1679,2026-09-13 12:31:12,80180b,IGO1013,India,12.0857,94.1024,10058.4,230.68,129.3,0
1680,2026-09-13 12:31:12,80180e,IGO671W,India,28.6863,76.4451,1996.44,113.32,122.39,0
1681,2026-09-13 12:31:12,801828,,India,16.6533,87.6412,11582.4,240.22,282.99,0
1682,2026-09-13 12:31:12,452181,ADZ4301,Bulgaria,22.6041,88.8803,10378.44,276.05,279.66,0
1683,2026-09-13 12:31:12,800694,CG3,India,21.4829,88.397,1524.0,74.48,84.05,0
1684,2026-09-13 12:31:12,8018a8,IGO438V,India,13.9424,77.7843,5760.72,202.96,16.64,0
1685,2026-09-13 12:31:12,8018b0,AIC188,India,22.8121,69.9947,11879.58,242.05,99.54,0
1686,2026-09-13 12:31:12,8018b7,IGO078,India,14.3811,76.1914,11285.22,225.84,128.62,0
1687,2026-09-13 12:31:12,8018e0,IGO6097,India,22.9819,89.2703,6446.52,224.72,284.45,0
1688,2026-09-13 12:31:12,8018cf,IGO6010,India,29.4437,75.4228,9768.84,234.52,353.58,0
1689,2026-09-13 12:31:12,7020a6,BBC602,Bangladesh,23.8509,90.4015,,1.03,53.44,1
1690,2026-09-13 12:31:12,8018df,IGO346K,India,12.9984,80.1911,106.68,79.96,248.88,0
1691,2026-09-13 12:31:12,7020ae,AWA474,Bangladesh,24.0443,90.2381,1348.74,106.51,144.24,0
1692,2026-09-13 12:31:12,7020ab,UBG205,Bangladesh,16.7558,83.2742,11582.4,251.53,222.93,0
1693,2026-09-13 12:31:12,7020b4,UBG146,Bangladesh,23.9109,90.3441,403.86,78.3,143.28,0
1694,2026-09-13 12:31:12,8018c2,AKJ1871,India,25.8083,75.5606,10972.8,242.74,205.75,0
1695,2026-09-13 12:31:12,7020bc,AWA444,Bangladesh,23.0358,91.0936,4876.8,132.27,326.74,0
1696,2026-09-13 12:31:12,7020c8,AWA448,Bangladesh,23.9607,90.4653,2217.42,99.81,324.02,0
1697,2026-09-13 12:31:12,7020c5,S2AFH,Bangladesh,24.118,89.5795,1844.04,45.73,287.01,0
1698,2026-09-13 12:31:12,8004d5,AIC1SS,India,28.5649,77.0807,,0.0,59.06,1
1699,2026-09-13 12:31:12,8017e3,AKJ1835,India,19.24,72.7982,2415.54,148.81,5.36,0
1700,2026-09-13 12:31:12,801914,IGO447L,India,23.728,73.7884,11277.6,237.23,25.56,0
1701,2026-09-13 12:31:12,80190c,IGO2299,India,28.6084,76.7948,1089.66,96.83,103.52,0
1702,2026-09-13 12:31:12,80191a,IGO6676,India,28.5687,77.0996,,0.0,270.0,1
1703,2026-09-13 12:31:12,8005f0,AIC132,India,14.9638,73.8627,12496.8,238.67,118.17,0
1704,2026-09-13 12:31:12,4bb0ea,THY162,Turkey,17.2841,96.5671,11887.2,238.82,127.56,0
1705,2026-09-13 12:31:12,4bb0e9,THY48L,Turkey,12.7629,78.0989,11582.4,259.67,294.58,0
1706,2026-09-13 12:31:12,800735,AIC352,India,27.1994,79.8977,11887.2,245.49,115.97,0
1707,2026-09-13 12:31:12,4bb107,THY164,Turkey,22.0263,95.0186,11887.2,251.51,95.05,0
1708,2026-09-13 12:31:12,4bb189,THY299,Turkey,31.4187,74.1839,10972.8,234.3,282.3,0
1709,2026-09-13 12:31:12,4bb185,THY125,Turkey,26.4166,82.1779,11574.78,256.33,286.8,0
1710,2026-09-13 12:31:12,4bb14a,THY84,Turkey,23.2224,95.6864,10058.4,252.82,96.78,0
1711,2026-09-13 12:31:12,89652d,ABY816,United Arab Emirates,22.5632,72.799,10073.64,236.52,98.25,0
1712,2026-09-13 12:31:12,896502,ADY044,United Arab Emirates,24.1089,73.5269,10980.42,248.02,242.85,0
1713,2026-09-13 12:31:12,4bb196,THY65,Turkey,24.6667,85.0896,11574.78,260.85,299.8,0
1714,2026-09-13 12:31:12,4bb18a,THY171,Turkey,31.4189,74.1828,10355.58,240.16,282.37,0
1715,2026-09-13 12:31:12,896458,UAE375,United Arab Emirates,22.8935,69.4499,12192.0,258.33,273.88,0
1716,2026-09-13 12:31:12,4bb101,THY49A,Turkey,13.5967,92.6686,11887.2,237.55,135.61,0
1717,2026-09-13 12:31:12,8964e8,ABY273,United Arab Emirates,32.2962,70.1293,10675.62,248.45,31.45,0
1718,2026-09-13 12:31:12,896664,FDB564,United Arab Emirates,22.9545,72.6018,10972.8,244.2,265.17,0
1719,2026-09-13 12:31:12,896616,UAE9865,United Arab Emirates,16.984,86.1027,12207.24,269.39,283.59,0
1720,2026-09-13 12:31:12,ac3857,FDX5384,United States,31.2894,74.6098,11277.6,260.07,154.96,0
1721,2026-09-13 12:31:12,461f4d,FIN131,Finland,17.8532,88.2809,12496.8,245.55,135.42,0
1722,2026-09-13 12:31:12,89653e,ETD446,United Arab Emirates,22.9579,68.2753,9448.8,259.79,90.11,0
1723,2026-09-13 12:31:12,75020f,MAS105,Malaysia,12.8459,81.6806,10957.56,234.19,95.67,0
