id,collected_at,icao24,callsign,origin_country,latitude,longitude,altitude_m,velocity_ms,heading,on_ground
1,2026-09-13 12:05:15,80162c,AXB184L,India,13.8352,77.7296,5646.42,191.29,13.21,0
2,2026-09-13 12:05:15,801642,AXB1069,India,26.3497,86.3192,9448.8,237.23,99.36,0
3,2026-09-13 12:05:15,801645,AIC4WL,India,28.5605,77.0898,,1.03,11.25,1
4,2026-09-13 12:05:15,80162f,AIC5XK,India,22.6553,73.5361,10972.8,236.05,231.28,0
5,2026-09-13 12:05:15,80163d,IGO127,India,24.6998,89.0517,11277.6,217.89,56.95,0
6,2026-09-13 12:05:15,801648,IGO316H,India,29.8581,77.3989,9395.46,195.76,5.13,0
7,2026-09-13 12:05:15,801657,AIC3KQ,India,29.3335,75.3471,9136.38,211.44,323.41,0
8,2026-09-13 12:05:15,80163f,AIC2GV,India,25.3094,75.2057,11590.02,237.65,200.4,0
9,2026-09-13 12:05:15,80160b,IGO1152,India,28.8857,76.5704,2369.82,131.93,285.61,0
10,2026-09-13 12:05:15,801615,AXB1510,India,26.9939,80.3655,10668.0,233.98,116.23,0
11,2026-09-13 12:05:15,80161c,AXB1784,India,28.558,77.1167,,3.86,104.06,1
12,2026-09-13 12:05:15,801627,AXB1074,India,31.8806,75.5125,9753.6,227.68,15.73,0
13,2026-09-13 12:05:15,801685,AXB1561,India,27.5683,78.9382,8481.06,222.98,111.24,0
14,2026-09-13 12:05:15,801680,AXB1236,India,28.5476,77.0799,228.6,76.62,103.2,0
15,2026-09-13 12:05:15,80167b,AIC2184,India,22.8118,88.2862,9144.0,251.71,235.66,0
16,2026-09-13 12:05:15,80167f,AIC5DM,India,25.5885,76.9097,11155.68,228.44,179.1,0
17,2026-09-13 12:05:15,801698,AXB1001,India,26.4773,90.5146,9448.8,225.73,99.31,0
18,2026-09-13 12:05:15,80164b,IGO6429,India,28.539,77.2043,1303.02,116.46,105.63,0
19,2026-09-13 12:05:15,80164e,AIC3GN,India,28.5615,77.0881,,3.86,64.69,1
20,2026-09-13 12:05:15,80164f,AIC4JT,India,28.637,76.6595,1242.06,99.57,103.75,0
21,2026-09-13 12:05:15,80164c,IGO2449,India,29.8173,76.9904,5478.78,182.75,177.9,0
22,2026-09-13 12:05:15,801659,AIC106,India,27.3366,75.1598,10355.58,229.92,25.02,0
23,2026-09-13 12:05:15,80165c,AXB411,India,10.3202,76.1559,2781.3,151.88,334.74,0
24,2026-09-13 12:05:15,801669,IGO663E,India,26.8819,76.8229,9936.48,222.95,177.62,0
25,2026-09-13 12:05:15,801674,AIC9WQ,India,13.3543,77.949,2453.64,113.17,194.48,0
26,2026-09-13 12:05:15,801678,IGO6485,India,25.2126,84.9457,2834.64,141.26,356.24,0
27,2026-09-13 12:05:15,80168a,AXB1524,India,22.6562,88.4443,,0.77,98.44,1
28,2026-09-13 12:05:15,8014b2,IGO6373,India,28.798,77.3536,3101.34,151.85,296.13,0
29,2026-09-13 12:05:15,8014b0,IGO23EP,India,22.658,73.67,11590.02,232.37,183.17,0
30,2026-09-13 12:05:15,8014e4,IGO6747,India,20.2586,86.8579,10972.8,254.46,243.85,0
31,2026-09-13 12:05:15,8014dd,AIC2381,India,28.6117,76.7787,807.72,95.83,103.66,0
32,2026-09-13 12:05:15,8014da,AIC1DC,India,30.0446,75.1307,7917.18,214.11,1.79,0
33,2026-09-13 12:05:15,8014de,IGO2719,India,21.7717,72.6323,10355.58,231.89,197.03,0
34,2026-09-13 12:05:15,8014f3,AXB1805,India,22.0457,70.947,7010.4,220.22,329.54,0
35,2026-09-13 12:05:15,8014f8,AKJ797G,India,24.3694,81.6283,11277.6,230.42,68.25,0
36,2026-09-13 12:05:15,8014c0,IGO6157,India,23.0564,88.1605,2339.34,144.32,129.65,0
37,2026-09-13 12:05:15,8014bb,IGO6937,India,19.0883,72.8241,579.12,92.14,268.08,0
38,2026-09-13 12:05:15,8014ce,IGO503,India,22.1314,88.3306,5867.4,170.69,32.44,0
39,2026-09-13 12:05:15,801602,AIC4NN,India,22.8674,88.3916,952.5,123.57,140.74,0
40,2026-09-13 12:05:15,80174a,IGO246F,India,22.7488,85.2803,10050.78,222.42,77.44,0
41,2026-09-13 12:05:15,801759,IGO451M,India,13.1892,77.7561,1051.56,75.12,270.78,0
42,2026-09-13 12:05:15,80175a,IGO720F,India,28.6626,76.5376,1920.24,107.05,103.9,0
43,2026-09-13 12:05:15,801778,IGO36AK,India,22.6482,88.4421,,0.45,5.62,1
44,2026-09-13 12:05:15,801741,IGO342T,India,27.4349,81.1754,10965.18,240.35,291.73,0
45,2026-09-13 12:05:15,80172e,IGO971P,India,22.5018,88.0473,4251.96,177.94,241.51,0
46,2026-09-13 12:05:15,801746,IGO6396,India,12.7117,91.382,9144.0,249.58,250.74,0
47,2026-09-13 12:05:15,801752,IGO5316,India,19.3001,72.8466,6393.18,177.24,3.16,0
48,2026-09-13 12:05:15,80173e,IGO603H,India,28.5665,76.9918,670.56,76.24,103.66,0
49,2026-09-13 12:05:15,801788,IGO5217,India,15.3136,75.8858,10668.0,228.1,135.64,0
50,2026-09-13 12:05:15,80177e,IGO1064,India,19.1887,91.7087,10363.2,250.84,297.88,0
51,2026-09-13 12:05:15,800462,AIC114,India,23.6987,72.0447,11887.2,244.74,61.23,0
52,2026-09-13 12:05:15,8016a3,IGO59P,India,17.9821,85.034,10668.0,228.37,39.61,0
53,2026-09-13 12:05:15,8016a4,IGO6692,India,26.7474,81.0399,7703.82,221.0,274.94,0
54,2026-09-13 12:05:15,8016b7,IGO6132,India,29.9043,75.2456,9753.6,246.08,2.16,0
55,2026-09-13 12:05:15,8016b8,IGO326,India,24.9956,89.5541,10660.38,220.17,57.02,0
56,2026-09-13 12:05:15,8016b5,IGO6911,India,18.8054,83.0403,10675.62,219.26,60.79,0
57,2026-09-13 12:05:15,8016b9,IGO305F,India,28.7677,76.472,2133.6,103.13,138.44,0
58,2026-09-13 12:05:15,8015c9,IGO239V,India,24.5637,85.232,11041.38,225.3,124.02,0
59,2026-09-13 12:05:15,8015d3,IGO973,India,13.1459,79.5198,6202.68,182.04,284.23,0
60,2026-09-13 12:05:15,8015cb,IGO231H,India,13.4394,77.9882,3360.42,154.46,188.43,0
61,2026-09-13 12:05:15,8015d8,IGO6104,India,14.2036,77.2524,8084.82,222.68,337.88,0
62,2026-09-13 12:05:15,8015ad,IGO664E,India,13.7612,80.9627,7726.68,222.3,43.97,0
63,2026-09-13 12:05:15,8015ab,AKJ1851,India,26.29,90.6638,9144.0,217.64,280.49,0
64,2026-09-13 12:05:15,8015b8,IGO2021,India,28.559,77.0889,,0.0,278.44,1
65,2026-09-13 12:05:15,8015e6,IGO461W,India,26.2828,86.6999,11285.22,230.65,98.85,0
66,2026-09-13 12:05:15,8015db,IGO6165,India,26.2832,74.1254,10370.82,231.65,191.66,0
67,2026-09-13 12:05:15,8015f3,IGO5275,India,24.9259,85.7318,11353.8,243.54,232.98,0
68,2026-09-13 12:05:15,8015f7,AIC9HA,India,19.2139,72.7699,2537.46,153.47,5.39,0
69,2026-09-13 12:05:15,8015ed,IGO7627,India,28.2235,78.3928,3627.12,148.48,266.23,0
70,2026-09-13 12:05:15,8015ef,AXB65V,India,29.905,77.5601,1988.82,130.41,3.62,0
71,2026-09-13 12:05:15,70203e,BBC721,Bangladesh,23.0338,72.1271,10363.2,260.28,266.49,0
72,2026-09-13 12:05:15,702067,BBC388,Bangladesh,18.6728,95.2434,10058.4,233.61,138.48,0
73,2026-09-13 12:05:15,801725,IGO2020,India,26.4669,83.1832,3726.18,161.11,230.31,0
74,2026-09-13 12:05:15,801878,IGO1340,India,14.6008,79.6385,10972.8,246.87,297.15,0
75,2026-09-13 12:05:15,801883,IGO1494,India,14.1746,94.6266,11590.02,244.57,306.53,0
76,2026-09-13 12:05:15,801862,IGO648,India,27.553,76.3116,11582.4,234.49,205.33,0
77,2026-09-13 12:05:15,801864,IGO2401,India,25.8489,77.2408,10972.8,242.83,0.61,0
78,2026-09-13 12:05:15,80052b,AIC2PK,India,28.628,76.6359,6736.08,205.62,303.05,0
79,2026-09-13 12:05:15,702097,UBG202,Bangladesh,23.6215,89.9654,4572.0,124.5,59.73,0
80,2026-09-13 12:05:15,70209e,BBC201,Bangladesh,31.0479,75.838,10355.58,243.73,282.8,0
81,2026-09-13 12:05:15,70209b,BBC355,Bangladesh,24.631,88.1576,9090.66,268.4,294.7,0
82,2026-09-13 12:05:15,800588,AIC9TC,India,28.5899,76.8821,1135.38,94.33,103.88,0
83,2026-09-13 12:05:15,440020,AUA7,Austria,17.1205,94.3674,11277.6,241.11,128.85,0
84,2026-09-13 12:05:15,8017a1,AXB46K,India,22.6443,88.4416,,0.9,8.44,1
85,2026-09-13 12:05:15,8017a0,IGO636W,India,28.5832,76.4361,2346.96,123.1,286.01,0
86,2026-09-13 12:05:15,8016e0,IGO2588,India,23.8189,86.4873,11582.4,237.9,297.01,0
87,2026-09-13 12:05:15,8016df,IGO502,India,14.6404,78.4425,10363.2,235.79,290.97,0
88,2026-09-13 12:05:15,8016dd,IGO874,India,23.0454,87.9084,6377.94,194.99,314.36,0
89,2026-09-13 12:05:15,8016c9,AXB1521,India,22.643,88.4406,,0.45,275.62,1
90,2026-09-13 12:05:15,8003f2,AXB477,India,10.7165,76.0056,6012.18,186.82,333.86,0
91,2026-09-13 12:05:15,801800,IGO2487,India,28.5613,77.0847,,0.0,59.06,1
92,2026-09-13 12:05:15,89617d,UAE583,United Arab Emirates,23.091,73.0296,10363.2,263.33,266.64,0
93,2026-09-13 12:05:15,80182a,IGO573Y,India,26.0462,87.6613,7863.84,221.06,241.05,0
94,2026-09-13 12:05:15,801834,AKJ525M,India,19.0892,72.8968,152.4,77.18,268.85,0
95,2026-09-13 12:05:15,801816,IGO769V,India,28.3716,78.3371,5958.84,192.34,296.02,0
96,2026-09-13 12:05:15,80180b,IGO1013,India,14.0121,91.4407,10058.4,230.68,126.38,0
97,2026-09-13 12:05:15,80180e,IGO671W,India,27.293,75.5659,9212.58,249.25,25.03,0
98,2026-09-13 12:05:15,801828,IGO1510,India,15.8391,90.9267,11574.78,237.19,283.67,0
99,2026-09-13 12:05:15,452181,ADZ4301,Bulgaria,22.4009,92.8718,10378.44,257.84,261.74,0
100,2026-09-13 12:05:15,70a9b1,BHA553,Nepal,27.1305,84.9716,243.84,62.33,16.79,0
101,2026-09-13 12:05:15,8018cf,IGO6010,India,28.5687,77.0995,,6.69,270.0,1
102,2026-09-13 12:05:15,7020a5,BBC435,Bangladesh,22.4332,91.6494,5181.6,133.56,136.72,0
103,2026-09-13 12:05:15,8018df,IGO346K,India,14.2446,78.2828,10668.0,235.86,123.34,0
104,2026-09-13 12:05:15,7020ab,UBG205,Bangladesh,19.2348,85.5522,11582.4,251.61,228.98,0
105,2026-09-13 12:05:15,7020b8,UBG103,Bangladesh,23.1859,90.986,3261.36,115.07,140.26,0
106,2026-09-13 12:05:15,7020b5,UBG534,Bangladesh,23.9968,90.3985,1021.08,127.14,246.13,0
107,2026-09-13 12:05:15,7020b4,UBG146,Bangladesh,22.3386,91.7551,6096.0,217.36,320.28,0
108,2026-09-13 12:05:15,8018c2,AKJ1871,India,28.4125,77.1731,2293.62,147.96,217.23,0
109,2026-09-13 12:05:15,7020c8,AWA448,Bangladesh,22.437,91.5974,4259.58,130.97,338.57,0
110,2026-09-13 12:05:15,7020c5,S2AFH,Bangladesh,23.8546,90.2898,1371.6,36.44,288.95,0
111,2026-09-13 12:05:15,8004d6,AIC7DK,India,14.8852,77.8361,9745.98,233.29,7.09,0
112,2026-09-13 12:05:15,8017e5,IGO1074,India,21.4078,84.4826,10363.2,255.02,308.12,0
113,2026-09-13 12:05:15,8017f7,AIC9EK,India,25.4833,75.4146,11811.0,249.63,207.09,0
114,2026-09-13 12:05:15,8017ee,IGO6125,India,28.5512,77.0635,312.42,68.75,103.41,0
115,2026-09-13 12:05:15,80190c,IGO2299,India,28.0795,75.2888,7018.02,189.13,51.07,0
116,2026-09-13 12:05:15,801904,IGO142F,India,22.229,85.1717,10972.8,252.63,264.74,0
117,2026-09-13 12:05:15,80078e,IFC1086,India,20.9455,72.0416,8884.92,232.29,213.16,0
118,2026-09-13 12:05:15,4bb0ea,THY162,Turkey,19.2989,93.6714,11887.2,244.12,125.57,0
119,2026-09-13 12:05:15,89630c,UAE89V,United Arab Emirates,22.8369,71.155,10363.2,259.43,264.54,0
120,2026-09-13 12:05:15,800732,,India,28.5629,77.0824,,2.83,171.56,1
121,2026-09-13 12:05:15,800735,AIC352,India,28.5662,77.0897,,36.01,104.06,1
122,2026-09-13 12:05:15,4bb107,THY164,Turkey,22.1721,93.1038,11887.2,251.22,94.23,0
123,2026-09-13 12:05:15,4bb10c,THY066,Turkey,18.5,94.8433,11887.2,242.99,124.13,0
124,2026-09-13 12:05:15,4bb189,THY299,Turkey,28.8665,76.1113,10972.8,252.18,306.71,0
125,2026-09-13 12:05:15,4bb185,THY125,Turkey,25.2564,85.963,11574.78,261.82,293.14,0
126,2026-09-13 12:05:15,4bb150,THY6242,Turkey,22.0747,94.4334,12496.8,241.59,94.76,0
127,2026-09-13 12:05:15,4bb14a,THY84,Turkey,23.7567,91.9026,10058.4,242.28,102.38,0
128,2026-09-13 12:05:15,89652d,ABY816,United Arab Emirates,22.9253,69.4744,10050.78,233.11,94.05,0
129,2026-09-13 12:05:15,896502,ADY044,United Arab Emirates,25.5095,76.8812,10370.82,240.14,252.42,0
130,2026-09-13 12:05:15,4bb196,THY65,Turkey,22.6925,88.4176,11574.78,261.03,306.67,0
131,2026-09-13 12:05:15,4bb18a,THY171,Turkey,28.8409,76.3288,10363.2,257.36,301.18,0
132,2026-09-13 12:05:15,896474,UAE67M,United Arab Emirates,15.3378,73.139,12192.0,263.06,298.12,0
133,2026-09-13 12:05:15,4bb101,THY49A,Turkey,16.0282,90.3157,11887.2,242.8,137.15,0
134,2026-09-13 12:05:15,4bb102,THY056,Turkey,17.0113,96.938,11887.2,238.1,127.54,0
135,2026-09-13 12:05:15,8008c6,FLW ME 4,India,22.6511,88.4405,,3.09,275.62,1
136,2026-09-13 12:05:15,8008c3,IGO202C,India,22.6842,88.4491,198.12,72.38,185.71,0
137,2026-09-13 12:05:15,8008c7,FLW ME 2,India,22.6473,88.4469,,9.26,5.62,1
138,2026-09-13 12:05:15,896617,UAE9839,United Arab Emirates,23.4004,85.9537,10363.2,272.7,268.92,0
139,2026-09-13 12:05:15,896616,UAE9865,United Arab Emirates,16.1346,89.6775,12192.0,249.04,283.86,0
140,2026-09-13 12:05:15,896614,UAE9861,United Arab Emirates,22.8292,70.506,10972.8,257.27,273.78,0
141,2026-09-13 12:05:15,461f4d,FIN131,Finland,20.1636,85.6253,11887.2,246.39,136.78,0
142,2026-09-13 12:05:15,75020f,MAS105,Malaysia,13.0208,78.6792,8084.82,236.03,97.39,0
143,2026-09-13 12:05:15,75021f,MAS183,Malaysia,13.1606,80.1476,2202.18,150.35,28.85,0
144,2026-09-13 12:05:15,507cb3,MFX5538,Uzbekistan,21.6057,89.6623,9745.98,254.7,291.07,0
145,2026-09-13 12:05:15,507cbb,SGA2562,Uzbekistan,22.7165,87.8389,9753.6,260.05,274.42,0
146,2026-09-13 12:05:15,76cd14,SIA509,Singapore,12.9863,78.9694,7886.7,224.52,98.17,0
147,2026-09-13 12:05:15,781efb,CSS164,China,24.0073,90.3141,10675.62,219.58,97.67,0
148,2026-09-13 12:05:15,896740,ABY822,United Arab Emirates,20.7091,70.3112,10972.8,249.64,291.01,0
149,2026-09-13 12:05:15,896717,ABY824,United Arab Emirates,16.0013,90.2356,9761.22,237.69,283.65,0
150,2026-09-13 12:05:15,89666a,FJL849,United Arab Emirates,29.8483,72.1708,10835.64,218.74,228.81,0
151,2026-09-13 12:05:15,15203a,AFL295,Russian Federation,17.0619,96.8558,10972.8,253.72,308.5,0
152,2026-09-13 12:05:15,899040,EVA068,Taiwan,18.7565,92.216,10668.0,240.72,128.14,0
153,2026-09-13 12:05:15,406f79,BAW15,United Kingdom,19.2562,86.7864,11879.58,243.39,134.06,0
154,2026-09-13 12:05:15,394a04,AFR256,France,21.1437,84.6695,10058.4,245.49,129.73,0
155,2026-09-13 12:05:15,04022a,ETH3482,Ethiopia,22.8592,85.6095,12496.8,227.67,94.8,0
156,2026-09-13 12:05:15,06a390,QTR8952,Qatar,22.8795,71.4868,11887.2,242.15,85.13,0
157,2026-09-13 12:05:15,8990a5,CAL5663,Taiwan,21.8707,89.7114,10363.2,265.24,303.69,0
158,2026-09-13 12:05:15,06a2f2,QTR649,Qatar,24.0272,72.2541,12184.38,261.63,244.49,0
159,2026-09-13 12:05:15,040105,ETH641,Ethiopia,19.1188,72.4553,3329.94,164.58,276.28,0
160,2026-09-13 12:05:15,781677,CSS160,China,23.6715,92.3181,10675.62,239.38,102.66,0
161,2026-09-13 12:05:15,4ba94e,THY54,Turkey,20.291,92.1891,10668.0,235.63,125.04,0
162,2026-09-13 12:05:15,4ba948,THY68,Turkey,21.6105,92.2738,10058.4,228.29,123.51,0
163,2026-09-13 12:05:15,7803eb,CES2030,China,21.9556,95.3779,7620.0,72.49,256.46,0
164,2026-09-13 12:05:15,aba7d9,FDX5603,United States,28.8605,76.1523,11277.6,253.75,127.75,0
165,2026-09-13 12:05:15,704010,MMA502,Myanmar,16.914,96.3515,1432.56,130.58,329.19,0
166,2026-09-13 12:05:15,78064f,CES9616,China,19.8859,95.976,9448.8,12.86,323.13,0
167,2026-09-13 12:05:15,70401f,MMA338,Myanmar,19.8865,95.9769,4823.46,14.33,111.04,0
168,2026-09-13 12:05:15,39cf11,AFR199,France,21.0661,89.0761,10972.8,263.37,314.68,0
169,2026-09-13 12:05:15,80139b,AIC2119,India,21.5404,82.8617,10980.42,240.89,320.63,0
170,2026-09-13 12:05:15,801408,AIC4EP,India,28.3993,77.2838,3657.6,152.57,299.94,0
171,2026-09-13 12:05:15,801409,AIC5TV,India,26.679,81.0172,10355.58,238.32,305.95,0
172,2026-09-13 12:05:15,80142a,IGO6391,India,15.1859,74.4372,11894.82,228.69,153.84,0
173,2026-09-13 12:05:15,801444,AXB1803,India,23.0826,72.6307,10668.0,236.24,5.62,0
174,2026-09-13 12:05:15,801455,IGO582E,India,28.8394,77.4031,11269.98,232.61,1.52,0
175,2026-09-13 12:05:15,801458,IGO155J,India,15.179,77.832,9243.06,246.28,21.96,0
176,2026-09-13 12:05:15,801422,IGO1632,India,22.0514,94.7335,10972.8,237.49,274.85,0
177,2026-09-13 12:05:15,80141e,AIC8RN,India,28.5625,77.0851,,4.12,106.88,1
178,2026-09-13 12:05:15,80141c,IGO403K,India,22.9163,84.3203,10972.8,247.8,219.44,0
179,2026-09-13 12:05:15,801435,AXB904,India,15.7147,91.4528,11285.22,229.95,103.85,0
180,2026-09-13 12:05:15,504e27,ATG8816,Republic of Moldova,23.0438,88.1845,10363.2,260.39,326.28,0
181,2026-09-13 12:05:15,801492,IGO6851,India,23.3364,84.6799,10980.42,252.18,289.17,0
182,2026-09-13 12:05:15,801460,IGO5307,India,26.1749,84.7175,10668.0,229.06,102.32,0
183,2026-09-13 12:05:15,80145e,IGO742P,India,15.2903,74.3684,11277.6,225.96,154.37,0
184,2026-09-13 12:05:15,80145b,IGO372Y,India,18.7477,82.0061,10363.2,242.66,219.49,0
185,2026-09-13 12:05:15,80145f,IGO566V,India,11.9715,76.6488,6050.28,206.57,219.24,0
186,2026-09-13 12:05:15,80149a,IGO207,India,22.6408,88.4412,,3.09,8.44,1
187,2026-09-13 12:05:15,801524,AKJ243Z,India,13.5886,90.913,9448.8,226.22,102.08,0
188,2026-09-13 12:05:15,801523,IGO2040,India,11.2885,76.3711,11277.6,232.38,154.0,0
189,2026-09-13 12:05:15,06a10e,QTR943,Qatar,16.0434,74.2253,12192.0,266.21,297.26,0
190,2026-09-13 12:05:15,06a10c,QTR959,Qatar,13.5891,76.5073,12192.0,257.8,298.35,0
191,2026-09-13 12:05:15,801502,IGO261,India,18.9874,72.7025,2636.52,141.17,176.87,0
192,2026-09-13 12:05:15,801506,IGO735C,India,25.329,84.9057,9631.68,234.15,292.34,0
193,2026-09-13 12:05:15,801508,AKJ1406,India,26.8459,83.5769,10226.04,246.3,284.27,0
194,2026-09-13 12:05:15,801509,AKJ1939,India,28.0462,76.2199,4815.84,177.94,46.52,0
195,2026-09-13 12:05:15,06a146,QTR836,Qatar,15.0631,96.9277,12496.8,230.99,112.11,0
196,2026-09-13 12:05:15,80154b,IGO725,India,12.8371,79.4981,5753.1,196.55,39.69,0
197,2026-09-13 12:05:15,80154d,IGO235,India,21.0717,87.1973,9799.32,250.15,221.0,0
198,2026-09-13 12:05:15,80155a,IGO6161,India,13.1244,77.5523,3482.34,162.72,92.54,0
199,2026-09-13 12:05:15,80152e,IGO879,India,18.2837,83.319,2727.96,130.44,122.44,0
200,2026-09-13 12:05:15,801539,AKJ6514,India,12.2317,75.2545,12153.9,229.61,333.38,0
201,2026-09-13 12:05:15,80152f,IGO201T,India,29.9954,77.9453,1684.02,111.72,15.76,0
202,2026-09-13 12:05:15,801581,IGO931P,India,23.1563,83.9759,11201.4,246.6,212.56,0
203,2026-09-13 12:05:15,80157c,AKJ655Z,India,27.873,75.8272,5669.28,220.48,30.57,0
204,2026-09-13 12:05:15,801595,AXB1812,India,25.6976,76.7681,10668.0,235.65,173.36,0
205,2026-09-13 12:05:15,801594,AXB1462,India,28.9601,76.7108,2872.74,127.77,286.61,0
206,2026-09-13 12:05:15,06a0ab,QTR9J,Qatar,9.694,77.286,12184.38,256.23,307.91,0
207,2026-09-13 12:05:15,68000a,BTN773,Bhutan,26.6332,84.4503,11582.4,233.27,285.48,0
208,2026-09-13 12:05:15,8013cc,AIC237,India,28.1734,77.7146,5417.82,193.26,129.71,0
209,2026-09-13 12:05:15,8013a4,AIC2NB,India,21.6491,84.0114,9715.5,218.64,126.87,0
210,2026-09-13 12:05:15,8013b1,AIC8WV,India,28.0644,74.5321,11277.6,240.02,11.62,0
211,2026-09-13 12:05:15,88516b,THA922,Thailand,17.8194,95.8228,9144.0,268.64,306.83,0
212,2026-09-13 12:05:15,885178,THA917,Thailand,18.457,94.6984,11277.6,246.35,127.87,0
213,2026-09-13 12:05:15,800db0,AXB1036,India,26.2722,86.2528,10972.8,239.01,276.05,0
214,2026-09-13 12:05:15,7c4926,QFA2,Australia,13.8268,92.4601,11887.2,236.62,129.09,0
215,2026-09-13 12:05:15,800fd1,IGO7894,India,27.1752,78.2109,5181.6,126.7,146.76,0
216,2026-09-13 12:05:15,896c2e,UAF1243,United Arab Emirates,31.9219,69.5746,9753.6,230.62,221.84,0
217,2026-09-13 12:05:15,7103d6,SVA850,Saudi Arabia,12.6457,93.6133,12489.18,237.19,135.7,0
218,2026-09-13 12:05:15,4246b2,AZG434,United Kingdom,22.8715,85.4558,9753.6,275.17,274.83,0
219,2026-09-13 12:05:15,151dc2,AFL297,Russian Federation,14.8688,91.3297,10363.2,268.55,311.66,0
220,2026-09-13 12:05:15,aa8b77,N779LG,United States,14.3031,91.8506,10668.0,235.8,109.9,0
221,2026-09-13 12:05:15,4007ec,BAW2231,United Kingdom,21.6395,87.5428,11277.6,242.69,136.29,0
222,2026-09-13 12:05:15,abda7d,FDX5080,United States,19.6979,85.7642,9448.8,225.21,50.75,0
223,2026-09-13 12:05:15,70c0f6,OMA815,Oman,22.9042,68.7249,11887.2,245.36,93.61,0
224,2026-09-13 12:05:15,7609ad,ABQ471,Pakistan,30.1849,72.4071,7528.56,225.54,72.89,0
225,2026-09-13 12:05:15,7609b8,PIA303,Pakistan,29.3174,71.5332,10980.42,217.51,229.6,0
226,2026-09-13 12:05:15,7609b6,PIA285,Pakistan,31.6024,69.6291,10972.8,219.81,226.71,0
227,2026-09-13 12:05:15,78112e,CSC3902,China,27.3821,85.8277,6499.86,200.83,130.01,0
228,2026-09-13 12:05:15,70c0fe,OMA822,Oman,14.5032,79.8335,11582.4,267.12,297.16,0
229,2026-09-13 12:05:15,ab9e12,FDX5379,United States,26.297,75.0119,11887.2,249.58,20.64,0
230,2026-09-13 12:05:15,77058d,ALK504,Sri Lanka,13.5296,79.7947,11887.2,251.34,175.42,0
231,2026-09-13 12:05:15,70605b,KAC412,Kuwait,15.6044,95.4462,10363.2,263.44,293.11,0
232,2026-09-13 12:05:15,78007e,CAO1099,China,28.276,79.1754,10020.3,238.07,283.5,0
233,2026-09-13 12:05:15,4851f6,KLM844,Kingdom of the Netherlands,19.8361,92.8729,9144.0,273.9,305.21,0
234,2026-09-13 12:05:15,781368,CES2035,China,23.9548,90.4694,2621.28,117.29,323.38,0
235,2026-09-13 12:05:15,70612c,JZR1401,Kuwait,19.0893,72.9077,213.36,68.43,269.14,0
236,2026-09-13 12:05:15,8880e0,HVN55,Viet Nam,22.661,88.6532,10972.8,272.57,285.32,0
237,2026-09-13 12:05:15,424462,PEX57H,United Kingdom,19.6036,93.2199,13716.0,230.66,125.29,0
238,2026-09-13 12:05:15,76cccd,SIA7353,Singapore,13.7511,78.044,4244.34,189.41,193.51,0
239,2026-09-13 12:05:15,507c98,MFX530,Uzbekistan,24.5109,84.0742,9761.22,247.36,310.61,0
240,2026-09-13 12:05:15,8966ef,UAE9710,United Arab Emirates,14.4112,74.918,10668.0,242.36,118.25,0
241,2026-09-13 12:05:15,75044b,MAS4,Malaysia,26.4474,74.4052,10972.8,263.13,298.62,0
242,2026-09-13 12:05:15,60182b,TUA695,Turkmenistan,25.2229,85.5159,11277.6,232.52,129.25,0
243,2026-09-13 12:05:15,76cef9,SIA321,Singapore,21.6996,83.9515,10058.4,246.48,130.0,0
244,2026-09-13 12:05:15,507c5f,UZB562,Uzbekistan,19.1215,93.9821,9745.98,247.6,304.85,0
245,2026-09-13 12:05:15,750592,MAS103,Malaysia,23.8312,90.4076,152.4,89.31,143.2,0
246,2026-09-13 12:05:15,780fc4,CSN6068,China,26.9354,86.2911,8153.4,220.62,125.99,0
247,2026-09-13 12:05:15,76bcc1,TGW751,Singapore,26.7059,80.7258,12496.8,253.3,124.66,0
248,2026-09-13 12:05:15,39b221,CMA731,France,23.6579,86.795,9753.6,274.23,281.69,0
249,2026-09-13 12:05:15,4cade1,KZR908,Ireland,28.3945,76.8759,3771.9,187.82,292.21,0
250,2026-09-13 12:05:15,800b14,IGO6175,India,26.6372,81.7788,11285.22,234.13,98.59,0
251,2026-09-13 12:05:15,3c4594,BOX539,Germany,28.7338,78.5498,9753.6,256.42,322.42,0
252,2026-09-13 12:05:15,800c01,IGO433,India,23.3006,90.7201,9761.22,238.06,252.78,0
253,2026-09-13 12:05:15,800c43,AIC2332,India,26.4664,81.08,10668.0,229.77,124.97,0
254,2026-09-13 12:05:15,800c3c,AIC1RM,India,28.8277,77.0556,3101.34,139.42,270.63,0
255,2026-09-13 12:05:15,800c11,IGO6044,India,19.1956,82.3136,9753.6,240.67,171.77,0
256,2026-09-13 12:05:15,800c0c,AIC8PX,India,10.1559,76.517,693.42,75.69,267.66,0
257,2026-09-13 12:05:15,800c87,AIC3YC,India,28.5487,77.0751,251.46,64.63,103.82,0
258,2026-09-13 12:05:15,800c85,AIC3CU,India,13.9935,77.3233,7757.16,205.14,339.29,0
259,2026-09-13 12:05:15,710064,SVA757,Saudi Arabia,28.5423,75.0016,9441.18,257.76,270.8,0
260,2026-09-13 12:05:15,4cac16,KZR932,Ireland,28.3094,79.4995,10355.58,236.91,338.34,0
261,2026-09-13 12:05:15,4cac10,KZR564,Ireland,24.0345,82.9668,10370.82,249.27,325.85,0
262,2026-09-13 12:05:15,710054,SVA807,Saudi Arabia,23.3722,84.6566,10363.2,267.09,268.45,0
